157,東葉脈,East Vein,
158,若斯蘭哨塔,Josselin's Spire,
159,盛花養蜂場,Fullflower Comb,
160,元靈幼樹,Blessed Bud,
161,和風流地,Zephyr Drift,
162,盛夏灘,Summerford,
163,三星里彎陷,Three-malm Bend,
164,莫拉比灣,Moraby Bay,
165,雪松原,Cedarwood,
166,神握角,Gods' Grip,
167,鮮血濱,Bloodshore,
168,接雨草樹林,Raincatcher Gully,
169,永恆舊街,Agelyss Wise,
170,四分石地,Quarterstone,
171,骷髏谷,Skull Valley,
172,二分石地,Halfstone,
173,幻影群島,Isles of Umbra,
174,橡樹原,Oakwood,
175,登天路,Long Climb,
176,黑金湖,Iron Lake,
177,石綠湖,Bronze Lake,
178,澤爾瑪溪谷,Zelma's Run,
179,和風陸門,Zephyr Gate,
180,加拉迪翁灣,Galadion Bay,
181,德內維爾西路,De Nevelle Westroad,
182,無賴川,Rogue River,
183,拉撒格蘭關,La Thagran Checkpoint,
184,盛夏農莊,Summerford Farms,
185,海詞石窟,Seasong Grotto,
186,永恆川,Agelyss River,
187,岩鍋,Cookpot,
188,開墾者小倉,Tiller's Rest,
189,橫斷崖,Descent,
190,天梯,Skylift,
191,德內維爾關,De Nevelle Checkpoint,
192,輕聲谷,Woad Whisper Canyon,
193,尼姆河,Nym River,
194,前桅塔,Foremast,
195,錯亂橋,Madman Bridge,
196,眼鏡岩,Eyes,
197,遺孀淚,Mourning Widow,
198,暴風陸門,Tempest Gate,
199,奧修昂大橋,Oschon's Embrace,
200,赤血雄雞農場,Red Rooster Stead,
201,灰艦風車群,Grey Fleet,
202,盲鐵坑道,Blind Iron Mines,
203,拉撒格蘭東路,La Thagran Eastroad,
204,廢棄小屋,House of Sticks,
205,白鷗塔,Gullperch Tower,
206,太陽海岸,Costa del Sol,
207,永恆川,Agelyss River,
208,渡輪碼頭,ferry docks,
209,伽洛克巢洞,Garlok's Lair,
210,隱秘瀑布碼頭,Hidden Falls docks,
211,隱秘瀑布,Hidden Falls,
212,布雷福洛克斯野營地,Brayflox's Longstop,
213,斷弦亭,Severed String,
214,紅螳螂瀑布,Red Mantis Falls,
215,接雨草樹林碼頭,Raincatcher Gully docks,
216,葡萄酒港,Wineport,
217,帝國西方堡,Castrum Occidens,
218,雨燕塔殖民地,Swiftperch,
219,渡渡鳥巢營,Flock,
220,釀酒師燈塔,Brewer's Beacon,
221,德內維爾西路,De Nevelle Westroad,
222,沙斯塔夏溶洞,Sastasha,
223,小麥酒港,Aleport,
224,骷髏谷營地,Camp Skull Valley,
225,衛士軍墓,Founder's Crypt,
226,北防波堤,North Tidegate,
227,南防波堤,South Tidegate,
228,船舶墓場,Ship Graveyard,
229,永夏島,Isle of Endless Summer,
230,天狼星燈塔,Pharos Sirius,
231,梅梅盧恩交易站,Memeroon's Trading Post,
232,貧女材場,Poor Maid's Mill,
233,撒拉奧斯的遺骸,Thalaos,
234,愚者瀑布,Fool Falls,
235,隱者庵,Hermit's Hovel,
236,尼姆浮游遺跡,Floating City of Nym,
237,瞭望陣營地,Camp Overlook,
238,武伽瑪羅武裝礦山,U'Ghamaro Mines,
239,石綠湖營地,Camp Bronze Lake,
240,放浪神古神殿,Wanderer's Palace,
241,吉吉盧恩交易站,Jijiroon's Trading Post,
242,地靈軍試掘地,Kobold Dig,
243,金錘臺地,Hammerlea,
244,地平,Horizon's Edge,
245,足跡谷,Footfalls,
246,西風岬,Cape Westwind,
247,無刺盆地,Spineless Basin,
248,黑塵,Black Brush,
249,執掌峽谷,Clutch,
250,枯骨,Drybone,
251,沙門,Sandgate,
252,新植林,Wellwick Wood,
253,火牆,Burning Wall,
254,穢水,Broken Water,
255,贊拉克,Zanr'ak,
256,紅迷宮,Red Labyrinth,
257,撒溝厲沙漠,Sagolii Desert,
258,藍霧,Bluefog,
259,勞班緩衝地,Raubahn's Push,
260,帝國南方堡,Castrum Meridianum,
261,薩薩莫八十罪梯,Eighty Sins of Sasamo,
262,烽火嶺燈塔,Beaconhill Lighthouse,
263,毒蠍交易所,Scorpion Crossing,
264,豐饒神井,Nophica's Wells,
265,一號打樁塔,East Hammer,
266,白銀集市,Silver Bazaar,
267,銅鈴銅山,Copperbell Mines,
268,日升門,Sunrise Gate,
269,日落門,Sunset Gate,
270,亞拉戈旭日路,Royal Allagan Sunway,
271,地平關,Horizon,
272,月牙灣,Crescent Cove,
273,不語王像,Silent King,
274,黃昏灣,Vesper Bay,
275,月滴洞,Moondrip,
276,帕拉塔安息地,Parata's Peace,
277,帝國軍前哨基地,Imperial Outpost,
278,棄石貧民窟,Stonesthrow,
279,菲斯卡冒險者營地,Fesca's Wash,
280,姐妹丘,Four Sisters,
281,污流,Soot Creek,
282,王立娜娜莫菜園,Royal Plantations,
283,烏爾達哈調車庫,Ul'dah Dispatch Yard,
284,亞拉戈繁星路,Royal Allagan Starway,
285,菲斯卡瞭望臺,Fesca's Watch,
286,大霸王樹,Sultantree,
287,撒溝厲關,Sagolii Gate,
288,亞拉戈旭日路,Royal Allagan Sunway,
289,金庫靈柩亭,Coffer & Coffin,
290,黑塵驛站,Black Brush Station,
291,希拉狄哈遺跡,Sil'dih Excavation Site,
292,鼠巢,Rat's Nest,
293,獄門蟻穴,Hellsbrood Holes,
294,無望流民街,Lost Hope,
295,狼煙丘,Bonfire,
296,納納瓦銀山,Nanawa Mines,
297,邪嗣,Unholy Heir,
298,屈伊伯龍別宅遺跡,Quiveron Manse,
299,亞拉戈旭日路,Royal Allagan Sunway,
300,枯骨營地,Camp Drybone,
301,消逝王都,Invisible City,
302,聖阿達瑪·蘭達瑪教會,Church of Saint Adama Landama,
303,錐峰原,Sea of Spires,
304,黃金集市,Golden Bazaar,
305,日影地修練所,Halatali,
306,蜥蜴人軍陣地,Amalj'aa encampment,
307,跨天橋,Highbridge,
308,宇格拉姆河,Yugr'am River,
309,札爾神祠,Thal's Respite,
310,紫紅瀑布,Burgundy Falls,
311,最終祈禱紀念地,Final Prayer,
312,喀恩埋沒聖堂,Sunken Temple of Qarn,
313,小阿拉米格,Little Ala Mhigo,
314,火蜥蜴河,Burnt Lizard Creek,
315,浪人墳,Sepulchre,
316,焚者群落,Circle of the Tempered,
317,幽靈湖,Ghostlake,
318,贊拉克側翼陣,Zanr'ak encampment,
319,贊拉克祭場,Zanr'ak Altar,
320,不悔戰陣,Zahar'ak,
321,納爾神祠,Nald's Reflection,
322,牛魔里程,Minotaur Malm,
323,遺忘綠洲,Forgotten Springs,
324,工藝神擊,Byregot's Strike,
325,藍霧營地,Camp Bluefog,
326,東側監視塔,East Watchtower,
327,西側監視塔,West Watchtower,
328,艾瑪吉娜秘銀廢礦,abandoned Amajina mythril mine,
329,衛月爪痕,Dalamud's Talons,
330,青磷泉,Ceruleum Field,
331,青磷精煉所,Ceruleum Processing Plant,
332,前門,Forward Gates,
333,帝國南方堡,Castrum Meridianum,
334,錐峰原,Sea of Spires,
335,魔列車停車場,Loading Bay,
336,飛空戰艦著陸場,dreadnaught landing,
337,莫拉比造船廠,Moraby Drydocks,
338,砂鹽灘,Salt Strand,
339,守炬埠頭,Candlekeep Quay,
340,空心穴,Empty Heart,
341,奧修昂火炬,Oschon's Torch,
342,青磷水採掘場,Ceruleum Drill,
343,靜語莊園1層,Haukke Manor: Ground Floor,
344,靜語莊園2層,Haukke Manor: Second Floor,
345,靜語莊園地窖,Haukke Manor: Cellarage,
346,神勇隊司令室,Seat of the First Bow,
347,芙蓉圓桌,Lotus Stand,
348,再生的殘樁,Lifemend Stump,
349,帝國海上基地,Castrum Marinum,
350,拉諾西亞外地,outer La Noscea,
351,提督室,command room,
352,利姆薩·羅敏薩會議室,,
353,利姆薩·羅敏薩演講室,,
354,銀胄團總長室,Heart of the Sworn,
355,芳香堂,Fragrant Chamber,
356,沙之家,Waking Sands,
357,炎帝陵,Bowl of Embers,
358,狼獄停船場,Wolves' Den Pier,
359,奧·哥摩羅火口神殿,Navel,
360,荊棘之園,Thornmarch,
361,呼嘯眼石塔群,Howling Eye,
362,海蛇巢穴,Serpent's Tongue,
363,薩普沙產卵地,Sapsa Spawning Grounds,
364,魚人軍陣營,Sahagin Landbase,
365,隱秘港,Reaver Hide,
366,溫酒療養院,Warmwine Sanitorium,
367,,,
368,小麥酒港碼頭,Aleport docks,
369,,,
370,月牙灣碼頭,Crescent Cove docks,
371,白銀集市碼頭,Silver Bazaar docks,
372,地下2層,B2,
373,來生迴廊,Merchant Strip,
374,拂曉之間,solar,
375,二號打樁塔,South Hammer,
376,三號打樁塔,West Hammer,
377,樵鳴洞,Cutter's Cry,
378,乙太之光廣場,Ul'dah aetheryte plaza,
379,次元縫隙迎賓室,Hall of Summoning,
380,巨龍首,Dragonhead,
381,神意之地,Providence Point,
382,巨石丘,Boulder Downs,
383,白雲崖,Whitebrim,
384,哈爾德拉斯行軍道,Haldrath's March,
385,阿德內爾占星臺,First Dicasterial Observatorium of Aetherial and Astrological Phenomena,
386,獅鷲大橋,Griffin Crossing,
387,天火要塞群,Skyfire Locks,
388,巨龍首營地,Camp Dragonhead,
389,落魔崖,Witchdrop,
390,鋼衛塔,Steel Vigil,
391,魔胃洞,Ogre's Belly,
392,聖人淚,Weeping Saint,
393,風揚殖民地,Natalan,
394,黃金谷,Aurum Vale,
395,七響走廊,Hall of the Seven Echoes,
396,秘石塔,Monument Tower,
397,戰爭神眼,Fury's Gaze,
398,聖人旅道,Daniffen Pass,
399,澤梅爾要塞,Dzemael Darkhold,
400,大審門,Gates of Judgement,
401,石衛塔,Stone Vigil,
402,白雲崖前哨,Whitebrim Front,
403,貝希摩斯的領地,Behemoth's Dominion,
404,披雪大冰壁,Snowcloak,
405,劍峰,Nail,
406,雲廊,Steps of Faith,
407,雲海,Sea of Clouds,
408,白狼門（中央林區西側方面）,White Wolf Gate (Central Shroud),
409,迷霧濕地,Fogfens,
410,銀淚湖北岸,North Silvertear,
411,喪靈鐘,Revenant's Toll,
412,廢棄營地,Camp Revenant's Toll,
413,糾纏沼澤林,Tangle,
414,早霜頂,Rathefrost,
415,帝國中央堡,Castrum Centri,
416,聖寇伊納克調查地,Saint Coinach's Find,
417,歌詠裂谷,Singing Shards,
418,密約之塔,Keeper of the Lake,
419,常影區<hex:02100103>[長老樹],Everschade<hex:02100103>(The Guardian Tree),
420,水晶塔,Crystal Tower,
421,銀淚湖,Silvertear Falls,
422,勇敢之心號,<hex:021A020203>Braveheart<hex:021A020103>,
423,接待處,entry counter,
424,狼獄水上競技場碼頭,Wolves' Den docks,
425,海霧村,Mist,
426,薰衣草苗圃,Lavender Beds,
427,高腳孤丘,Goblet,
428,閱兵場,parade ground,
429,天營路,Via Praetoria,
430,天幕魔導城,Praetorium,
431,廢物處理場,Waste Disposal,
432,地營路,Via Principalis,
433,第五封鎖區,Area V,
434,中央交叉路,central crossing,
435,魔列車停車場,Phantom Train depot,
436,軍火庫,Armamentarium,
437,飛空艇著陸場,dreadnaught landing,
438,青磷水汲取場,ceruleum pumps,
439,鄧斯坦哨塔,Dunstan's Spire,
440,天幕魔導城,Praetorium,
441,頂層,sky level,
442,管理層,Castrum Control,
443,防禦層,Castrum Defense,
444,主層,main level,
445,基層,ground level,
446,工房層,research level,
447,飛空艇平臺,airship platform,
448,對空防禦區,Anti-aircraft station,
449,魔導裝甲庫,magitek armor bay,
450,外側通路,outer walk,
451,軍團長室,command chamber,
452,基部中樞區,central hall,
453,斜行升降機,Echelon,
454,斯卡艾瓦研究室,Laboratorium Primum,
455,魔導工房區,Magitek Research,
456,工房升降機,magitek lift,
457,後營門,Porta Decumana,
458,魔導兵器認證室,Armor Recognition Chamber,
459,呼嘯眼外圍,Howling Eye,
460,莫拉比造船廠碼頭,Moraby Drydocks landing,
461,幻影群島碼頭,Isles of Umbra docks,
462,羅塔諾海,Rhotano Sea,
463,諸神黃昏級拘束艦,<hex:021A020203>Ragnarok<hex:021A020103>,
464,隕石勘查坑表層,upper aetheroacoustic exploratory site,
465,隕石勘查坑深層,lower aetheroacoustic exploratory site,
466,諸神黃昏級拘束艦,<hex:021A020203>Ragnarok<hex:021A020103>,
467,隔離壁,Ragnarok Drive Cylinder,
468,中樞區,Ragnarok Central Core,
469,第一艦橋,Ragnarok Main Bridge,
470,納爾神祠領路人,Labyrinth Guide (to the Minotaur Malm),
471,牛魔里程領路人,Labyrinth Guide (to Nald's Reflection),
472,沙之家,Waking Sands,
473,白狼門領路人,White Wolf Gate guard,
474,軍團兵員區,training area,
475,鏡池棧橋碼頭,Mirror Planks docks,
476,薰衣草苗圃碼頭,Lavender Beds docks,
477,後營門,Porta Decumana,
478,古代人迷宮,Labyrinth of the Ancients,
479,古代人迷宮1層,lower labyrinth,
480,古代人迷宮2層,upper labyrinth,
481,石之家,Rising Stones,
482,灰陣營,Ring of Ash,
483,銅鈴銅山（騷亂坑道）,Copperbell Mines (Hard),
484,靜語莊園（惡靈府邸）,Haukke Manor (Hard),
485,下層底部,first lower ring,
486,下層中部,second lower ring,
487,下層上部,third lower ring,
488,中層底部,first central ring,
489,中層中部,second central ring,
490,中層上部,third central ring,
491,上層,upper ring,
492,,,
493,希爾科斯塔,Syrcus Tower,
494,沙斯塔夏溶洞（逆轉要害）,Sastasha (Hard),
495,放浪神古神殿（武裝聖域）,Wanderer's Palace (Hard),
496,塵封秘岩,Seal Rock,
497,阿巴拉提亞,Abalathia's Spine,
498,龍堡,Dravania,
499,天狼星燈塔（地脈靈燈）,Pharos Sirius (Hard),
500,利姆薩·羅敏薩城區,Limsa Lominsa,
501,,,
502,拉諾西亞,La Noscea,
503,,,
504,烏爾達哈城區,Ul'dah,
505,薩納蘭,Thanalan,
506,格里達尼亞城區,Gridania,
507,黑衣森林,Black Shroud,
508,庫爾札斯,Coerthas,
509,摩杜納,Mor Dhona,
510,阿巴拉提亞,Abalathia's Spine,
511,龍堡,Dravania,
512,伊修加德城區,Ishgard,
513,黃金港城區,Kugane,
514,基拉巴尼亞,Gyr Abania,
515,奧薩德,Othard,
516,水晶都,Crystarium,
517,游末邦,Eulmore,
518,諾弗蘭特,Norvrandt,
519,,,
520,懺悔迴廊,Way of Penance,
521,寬容迴廊,Torn's Rest,
522,愚者大廳,Fool's Rest,
523,裸者大廳,confession chamber,
524,審問之間,Way of Forgiveness,
525,判罪之間,interrogation chamber,
526,贖罪迴廊,Way of Redemption,
527,告解之間,execution chamber,
528,出入口,exit,
529,滿潮的奧修福恩的單牢,Ser Aucheforne of the High Tide's cell,
530,愚鈍勃加德的單牢,Bergand the Broken's cell,
531,十指塔塔比的單牢,Tatabi Tenfingers' cell,
532,沼地人尤奇爾的單牢,Joukil Halfmoor's cell,
533,達蘭朵爾女士的單牢,Lady Cliaie d'Arlendre's cell,
534,出入口,exit,
535,新木祭壇,Greenwood Altar,
536,無名墓,unmarked tomb,
537,主宰者加爾梵斯之王墓,Tomb of King Galvanth the Dominator,
538,伊尼克家族之墓,Ak–Inik Tomb,
539,高木祭壇,Hardwood Altar,
540,梅那家族之墓,Ak–Mena Tomb,
541,古木祭壇,Wormwood Altar,
542,石橋,stone bridge,
543,幽寂的圓環,Eternal Calm,
544,安葬之間,interring chamber,
545,魔女咖啡館,Carline Canopy,
546,冒險者公會,Adventurers' Guild,
547,魔女咖啡館<hex:02100103>[冒險者公會],Carline Canopy<hex:02100103>(Adventurers' Guild),
548,棲木旅館,Roost,
549,格里達尼亞飛艇坪,airship landing,
550,米斯塔爾連橋,Mistalle Bridges,
551,水車十字廣場,Knot,
552,青貉門,Blue Badger Gate,
553,古橡大堂,Oak Atrium,
554,刻木匠公會,Carpenters' Guild,
555,古橡大堂<hex:02100103>[刻木匠公會],Oak Atrium<hex:02100103>(Carpenters' Guild),
556,斐加加大水車,Figaga's Gift,
557,橡子樂園,Acorn Orchard,
558,柏蘭連橋,Berlends Bridges,
559,白狼門,White Wolf Gate,
560,朱獺門,Red Otter Gate,
561,神勇隊司令部,Quiver's Hold,
562,弓箭手公會,Archers' Guild,
563,神勇隊司令部<hex:02100103>[弓箭手公會],Quiver's Hold<hex:02100103>(Archers' Guild),
564,黑檀商店街,Ebony Stalls,
565,紫檀商店街,Rosewood Stalls,
566,樹蔭東屋,Shaded Bower,
567,飛·烏爾工作室,Atelier Fen–Yll,
568,製革匠公會,Leatherworkers' Guild,
569,飛·烏爾時裝店,Fen–Yll Fineries,
570,鬼哭隊駐地,Wailing Barracks,
571,槍術師公會,Lancers' Guild,
572,鬼哭隊駐地<hex:02100103>[槍術師公會],Wailing Barracks<hex:02100103>(Lancers' Guild),
573,半人馬之眼武具店,Centaur's Eye,
574,玄豬門,Black Boar Gate,
575,碧企鵝瀑布,Apkallu Falls,
576,碩老樹冥想窟,Stillglade Fane,
577,幻術師公會,Conjurers' Guild,
578,碩老樹冥想窟<hex:02100103>[幻術師公會],Stillglade Fane<hex:02100103>(Conjurers' Guild),
579,豐饒神祭壇,Nophica's Altar,
580,米·凱特露天劇場,Mih Khetto's Amphitheatre,
581,格雷洛姆農場,Greatloam Growery,
582,園藝工公會,Botanists' Guild,
583,格雷洛姆農場<hex:02100103>[園藝工公會],Greatloam Growery<hex:02100103>(Botanists' Guild),
584,口哨磨坊,Whistling Miller,
585,紅茶川,Black Tea Brook,
586,低語河谷,Whispering Gorge,
587,翡翠湖,Jadeite Flood,
588,心流區,Heartstream,
589,姆恩·圖伊釀造庫,Mun–Tuy Cellars,
590,乙太之光廣場,Gridania aetheryte plaza,
591,蛇巢司令部,Adders' Nest,
592,東棧橋<hex:02100103>黑衣森林東部林區,Westshore Pier<hex:02100103>East Shroud,
593,陸行鳥欄,chocobokeep,
594,飛·烏爾工作室<hex:02100103>[製革匠公會],Atelier Fen-Yll<hex:02100103>(Leatherworkers' Guild),
595,東棧橋,Westshore Pier,
596,無法繼續前進,You cannot proceed any further.,
597,青貉門（中央林區東側方面）,Blue Badger Gate (Central Shroud),
598,黃蛇門（北部林區方面）,Yellow Serpent Gate (North Shroud),
599,1層,ground floor,
600,2層,second floor,
601,地下1層,cellarage,
602,門廳,foyer,
603,食品室,spence,
604,紅薔薇廳,Red Hall,
605,倉庫,storeroom,
606,音樂室,clarichord chamber,
607,書庫,library,
608,白百合廳,White Hall,
609,黃石竹廳,Yellow Hall,
610,酒窖,bottlery,
611,指控之間,accusation chamber,
612,拷問之間,abacination chamber,
613,納爾之門,Gate of Nald,
614,恆輝作戰總部,Hall of Flames,
615,流沙屋,Quicksand,
616,流沙屋<hex:02100103>[冒險者公會],Quicksand<hex:02100103>(Adventurers' Guild),
617,沙鐘旅亭,Hourglass,
618,白金幻象,Platinum Mirage,
619,格鬥家公會,Pugilists' Guild,
620,白金幻象<hex:02100103>[格鬥家公會],Platinum Mirage<hex:02100103>(Pugilists' Guild),
621,翠玉大街,Emerald Avenue,
622,鬥技場,Coliseum,
623,劍術師公會,Gladiators' Guild,
624,鬥技場<hex:02100103>[劍術師公會],Coliseum<hex:02100103>(Gladiators' Guild),
625,角鬥士武器百貨,Rudius,
626,娜娜莫新門,Gate of the Sultana,
627,阿達內斯聖櫃堂,Arrzaneth Ossuary,
628,艾拉里格墓地,Erralig's Burial Chamber,
629,咒術師公會,Thaumaturges' Guild,
630,阿達內斯聖櫃堂<hex:02100103>[咒術師公會],Arrzaneth Ossuary<hex:02100103>(Thaumaturges' Guild),
631,艾斯泰姆珠寶店,Eshtaime's Aesthetics,
632,艾斯泰姆直營工房,Eshtaime's Lapidaries,
633,雕金匠公會,Goldsmiths' Guild,
634,艾斯泰姆直營工房<hex:02100103>[雕金匠公會],Eshtaime's Lapidaries<hex:02100103>(Goldsmiths' Guild),
635,艾瑪吉娜礦山公司,Amajina & Sons Mineral Concern,
636,採礦工公會,Miners' Guild,
637,艾瑪吉娜礦山公司<hex:02100103>[採礦工公會],Amajina & Sons Mineral Concern<hex:02100103>(Miners' Guild),
638,黑玉小巷,Onyx Lane,
639,黃金廣場,Gold Court,
640,紅玉大路國際市場,Ruby Road Exchange,
641,源泉之梯,Wellhead Lift,
642,太陽絲綢服裝店,Sunsilk Tapestries,
643,裁衣匠公會,Weavers' Guild,
644,太陽絲綢服裝店<hex:02100103>[裁衣匠公會],Sunsilk Tapestries<hex:02100103>(Weavers' Guild),
645,札爾之門,Gate of Thal,
646,藍玉大街國際市場,Sapphire Avenue Exchange,
647,白玉小巷,Pearl Lane,
648,密爾瓦內斯禮拜堂,Milvaneth Sacrarium,
649,福隆戴爾藥學院,Frondale's Phrontistery,
650,煉金術士公會,Alchemists' Guild,
651,福隆戴爾藥學院<hex:02100103>[煉金術士公會],Frondale's Phrontistery<hex:02100103>(Alchemists' Guild),
652,學者走廊,Scholars' Walk,
653,御道,Royal Promenade,
654,烏爾達哈飛艇坪,airship landing,
655,寄生樹門,Ivy Door,
656,溶洞,Sastasha Seagrot,
657,霧鬚王基地,Dead Man's Drink,
658,霧鬚暗道,Mistbeard Cove,
659,溶洞,Sastasha Seagrot,
660,嚎叫池,Wauling Pond,
661,死路,Empty Room,
662,豹子窩,Cattery,
663,第一舷梯門,first rambade,
664,槳手室,Rowers' Quarters,
665,出入口,exit,
666,領航員室,Navigator's Quarters,
667,甲板員室,Deckhands' Quarters,
668,船長室,Captain's Quarters,
669,處罰室,Hole,
670,第二舷梯門,second rambade,
671,海人門,Waverider Gate,
672,隱秘棧橋,Sultana's Lap,
673,A1區坑道,shaft A1,
674,B1區坑道,shaft B1,
675,B4區坑道,shaft B4,
676,E1區再開發坑道,shaft E1,
677,E2區再開發坑道,shaft E2,
678,食人深淵,Maneater Rip,
679,呼喚豎井,Screaming Dark,
680,悲嘆豎井,Crying Dark,
681,岩窟王寶座,Cold Throne,
682,未開化樹叢,Thicktwine,
683,布雷福洛克斯避難地,Brayflox's Runstop,
684,泥濘水源地,Mudstop Watergush,
685,布雷福洛克斯野營地,Brayflox's Longstop,
686,布雷福洛克斯監視小屋,Brayflox's Watchbox,
687,避難地前庭,Runstop Frontblock,
688,避難地後庭,Runstop Backblock,
689,野營地前庭,Longstop Frontblock,
690,龍巢,Dragonsleep,
691,野營地內門,Longstop Gutgate,
692,拳鬥間,Hall of the Cesti,
693,劍鬥間,Hall of the Secutores,
694,獸鬥間,Hall of the Bestiarii,
695,福隆戴爾藥學院兒科病房,Frondale's Home for Friendless Foundlings,
696,,,
697,,,
698,政府層,Hustings Strip,
